"MUSIC","TOTAL1","COUNTS","BOOK_CD","CHAPTER_CD","VERSE_CD","SEQ_NO","NOTES","SYLL_VERSE"
"B c d g# ^A azl,c d g# f e ",1,1,"GENESIS","010","032",1,"B c d g ^A c d g f e ",35
"e tar,B B rev,pas,B z-q,e g# ^A g# f e ",1,1,"GENESIS","011","004",1,"e B e g ^A g f e ",37
"e B z-q,f g# ^A f g# f e ",11,2,"GENESIS","011","005",1,"e B f g ^A f g f e ",24
"e B rev,B C pas,C pas,z-q,g# B ^A pas,B z-q,d f g# e ",1,1,"GENESIS","011","006",1,"e B C g B ^A B d f g e ",42
"C e z-q,f g# ^A pas,B z-q,g# f e ",1,1,"GENESIS","011","007",1,"C e f g ^A B g f e ",23
"e tar,C pas,z-q,d f g# B ^A pas,B z-q,g# e ",1,1,"GENESIS","011","009",1,"e C d f g B ^A B g e ",35
"C B z-q,C B z-q,g# ^A g# f e ",1,1,"GENESIS","011","010",1,"C B C B g ^A g f e ",27
"e B z-q,f g# ^A g# e ",14,4,"GENESIS","011","012",1,"e B f g ^A g e ",18
"e B rev,e pas,B z-q,B z-q,f g# ^A f g# e ",2,2,"GENESIS","011","013",1,"e B e B f g ^A f g e ",33
"e f g# B ^A g# e ",42,10,"GENESIS","011","014",1,"e f g B ^A g e ",15
"e z-g,f g# ^A g# e ",6,2,"GENESIS","011","016",1,"e f g ^A g e ",17
"e rev,pas,B z-q,B z-q,f g# ^A f g# e ",2,2,"GENESIS","011","017",1,"e B f g ^A f g e ",33
"e g# B ^A g# e ",32,4,"GENESIS","011","018",1,"e g B ^A g e ",15
"e B z-q,f g# ^A g# e ",14,4,"GENESIS","011","020",1,"e B f g ^A g e ",18
"e B rev,pas,B z-q,f g# B ^A f g# e ",1,1,"GENESIS","011","021",1,"e B f g B ^A f g e ",31
"e f g# B ^A g# e ",42,10,"GENESIS","011","022",1,"e f g B ^A g e ",15
"e B z-q,f g# ^A g# e ",14,4,"GENESIS","011","024",1,"e B f g ^A g e ",17
"e B rev,e pas,B z-q,e f g# B ^A f g# e ",1,1,"GENESIS","011","025",1,"e B e B e f g B ^A f g e ",31
"e g# B ^A pas,pas,z-q,g# e ",1,1,"GENESIS","011","026",1,"e g B ^A g e ",21
"e B z-q,g# B ^A f g# f e ",10,1,"GENESIS","011","028",1,"e B g B ^A f g f e ",22
"e qad,c d g# ^A C pas,z-q,C e pas,z-q,f e g# f e ",1,1,"GENESIS","011","029",1,"e c d g ^A C e f e g f e ",39
"e qad,azl,B rev,C pas,z-q,pas,B z-q,g# B ^A qad,azl,B rev,pas,pas,B z-q,f g# f e ",1,1,"GENESIS","011","031",1,"e B C B g B ^A B f g f e ",60
"e B z-q,f g# B ^A f g# e ",9,2,"GENESIS","011","032",1,"e B f g B ^A f g e ",25
"e pas,B z-q,B z-q,g# ^A g# e ",2,1,"GENESIS","012","002",1,"e B g ^A g e ",26
"e B rev,qad,C pas,z-q,f g# ^A rev,C pas,B z-q,g# e ",1,1,"GENESIS","012","004",1,"e B C f g ^A C B g e ",39
"e C pas,z-q,C B z-q,g# B ^A e g# f e ",1,1,"GENESIS","012","006",1,"e C B g B ^A e g f e ",28
"e C pas,z-q,z-g,qad,z-q,g# B ^A C pas,z-q,g# f e ",1,1,"GENESIS","012","007",1,"e C g B ^A C g f e ",38
"e qad,azl,rev,d e g# B ^A e C pas,B z-q,e C pas,pas,e z-q,g# f e ",1,1,"GENESIS","012","008",1,"e d e g B ^A e C B e C e g f e ",46
"e f g# ^A qad,C pas,pas,B z-q,e f g# e ",2,2,"GENESIS","012","010",1,"e f g ^A C B e f g e ",27
"e rev,e C pas,z-q,g# B ^A f g# f e ",1,1,"GENESIS","012","012",1,"e C g B ^A f g f e ",28
"e g# B ^A pas,pas,e B z-q,f g# e ",1,1,"GENESIS","012","013",1,"e g B ^A e B f g e ",25
"e z-g,f g# ^A C pas,B z-q,e f g# e ",1,1,"GENESIS","012","014",1,"e f g ^A C B e f g e ",25
"e f g# ^A e C pas,e z-q,pas,z-q,g# e ",1,1,"GENESIS","012","016",1,"e f g ^A e C e g e ",34
"e qad,c d f g# ^A f g# f e ",1,1,"GENESIS","012","017",1,"e c d f g ^A f g f e ",27
"e C pas,z-q,z-g,g# B ^A C B z-q,f g# e ",1,1,"GENESIS","012","018",1,"e C g B ^A C B f g e ",29
"e f d g# ^A e f d g# e ",1,1,"GENESIS","012","020",1,"e f d g ^A e f d g e ",24
"e t-q,qad,azl,t-g,c d f g# e ",1,1,"GENESIS","013","001",1,"e c d f g e ",25
"e g# B ^A z-g,g# e ",3,1,"GENESIS","013","002",1,"e g B ^A g e ",17
"e pas,pas,z-q,g# e ^A rev,qad,C e pas,z-q,f e g# f e ",1,1,"GENESIS","013","003",1,"e g e ^A C e f e g f e ",36
"e z-q,g# ^A f g# e ",1,1,"GENESIS","013","005",1,"e g ^A f g e ",20
"e f d g# B ^A e C pas,z-q,f g# f e ",1,1,"GENESIS","013","006",1,"e f d g B ^A e C f g f e ",30
"e qad,azl,rev,qad,C pas,B z-q,f g# B ^A e f g# e ",1,1,"GENESIS","013","008",1,"e C B f g B ^A e f g e ",38
"e C pas,pas,z-q,f g# ^A B z-q,g# e ",1,1,"GENESIS","013","009",1,"e C f g ^A B g e ",34
"e B rev,pas,B z-q,f g# ^A B B rev,pas,z-q,pas,B z-q,g# e ",1,1,"GENESIS","013","010",1,"e B f g ^A B g e ",50
"e g# B e ^A rev,pas,B z-q,g# e ",1,1,"GENESIS","013","012",1,"e g B e ^A B g e ",27
"e B z-q,g# ^A g# e ",25,3,"GENESIS","013","013",1,"e B g ^A g e ",16
"e tar,B rev,e pas,e B e z-q,B C pas,pas,z-q,g# B ^A f g# f e ",1,1,"GENESIS","013","014",1,"e B e B e B C g B ^A f g f e ",46
"c d f g# B ^A e g# e ",1,1,"GENESIS","013","015",1,"c d f g B ^A e g e ",24
"e f e g# B ^A B B rev,pas,B z-q,e g# e ",1,1,"GENESIS","013","016",1,"e f e g B ^A B e g e ",34
"C B z-q,g# ^A f g# e ",6,1,"GENESIS","013","017",1,"C B g ^A f g e ",19
"e B rev,d d f g# B ^A e f g# e ",1,1,"GENESIS","013","018",1,"e B d f g B ^A e f g e ",33
"e rev,pas,B z-q,g# B ^A pas,pas,B z-q,g# f e ",1,1,"GENESIS","014","001",1,"e B g B ^A B g f e ",34
"e B rev,pas,pas,B z-q,g# B ^A B B rev,pas,pas,B z-q,f g# e ",1,1,"GENESIS","014","002",1,"e B g B ^A B f g e ",44
"e pas,pas,e z-q,g# ^A g# f e ",2,1,"GENESIS","014","003",1,"e g ^A g f e ",16
"e C pas,z-q,g# ^A f g# e ",11,2,"GENESIS","014","004",1,"e C g ^A f g e ",23
"e t-q,qad,azl,B rev,pas,B z-q,C pas,B z-q,g# ^A pas,e z-q,g# e ",1,1,"GENESIS","014","005",1,"e B C B g ^A e g e ",54
"e g# B ^A C B z-q,g# e ",1,1,"GENESIS","014","006",1,"e g B ^A C B g e ",20
"t-g,azl,C pas,B z-q,z-g,e g# ^A pas,B z-q,g# e f e ",1,1,"GENESIS","014","007",1,"C B e g ^A B g e f e ",42
"e qad,e azl,B rev,C pas,B z-q,f g# ^A C pas,z-q,g# e ",1,1,"GENESIS","014","008",1,"e B C B f g ^A C g e ",47
"B azl,B rev,pas,B z-q,pas,B z-q,g# B ^A f g# e ",1,1,"GENESIS","014","009",1,"B g B ^A f g e ",44
"e B rev,e C pas,z-q,d f g# ^A g# f e ",1,1,"GENESIS","014","010",1,"e B e C d f g ^A g f e ",40
"t-g,qad,c d g# e ",1,1,"GENESIS","014","011",1,"c d g e ",22
"e qad,c d f g# ^A f g# e ",4,1,"GENESIS","014","012",1,"e c d f g ^A f g e ",25
"e pas,z-q,g# B ^A t-q,qad,e azl,B rev,C pas,B z-q,g# f e ",1,1,"GENESIS","014","013",1,"e g B ^A e B C B g f e ",47
"e B z-q,f g# ^A qad,azl,B rev,C pas,B z-q,g# e ",1,1,"GENESIS","014","014",1,"e B f g ^A B C B g e ",36
"e qad,c d f g# ^A e pas,z-q,f g# e ",1,1,"GENESIS","014","015",1,"e c d f g ^A e f g e ",32
"e z-g,g# ^A t-q,qad,C pas,z-q,f g# e ",1,1,"GENESIS","014","016",1,"e g ^A C f g e ",28
"e B tsi,seg,B rev,e pas,z-q,g# B ^A B z-q,g# f e ",1,1,"GENESIS","014","017",1,"e B e g B ^A B g f e ",44
"e pas,pas,B z-q,g# B ^A f g# f e ",1,1,"GENESIS","014","018",1,"e B g B ^A f g f e ",24
"e g# ^A C pas,B z-q,g# f e ",3,1,"GENESIS","014","019",1,"e g ^A C B g f e ",23
"e pas,B z-q,f g# ^A f g# e ",12,2,"GENESIS","014","020",1,"e B f g ^A f g e ",26
"e f g# ^A B z-q,g# e ",24,4,"GENESIS","014","021",1,"e f g ^A B g e ",20
"e f g# B ^A qad,C pas,B z-q,g# f e ",2,1,"GENESIS","014","022",1,"e f g B ^A C B g f e ",30
"e pas,B e z-q,g# ^A B z-q,g# f e ",1,1,"GENESIS","014","023",1,"e B e g ^A B g f e ",31
"e rev,C B B z-q,pas,pas,e z-q,f g# ^A pas,B z-q,g# f e ",1,1,"GENESIS","014","024",1,"e C B e f g ^A B g f e ",36
"e B B rev,C pas,z-q,e g# ^A B rev,pas,B z-q,g# f e ",1,1,"GENESIS","015","001",1,"e B C e g ^A B g f e ",41
"e B rev,C pas,z-q,g# B ^A B z-q,g# f e ",1,1,"GENESIS","015","002",1,"e B C g B ^A B g f e ",37
"e B z-q,B z-q,f g# ^A f g# f e ",2,1,"GENESIS","015","003",1,"e B f g ^A f g f e ",23
"e qad,C pas,z-q,f g# ^A pas,B B z-q,g# e ",1,1,"GENESIS","015","004",1,"e C f g ^A B g e ",31
"e qad,azl,rev,pas,pas,B rev,pas,B z-q,g# B ^A B z-q,f g# e ",1,1,"GENESIS","015","005",1,"e B g B ^A B f g e ",41
"e g# ^A f g# e ",56,4,"GENESIS","015","006",1,"e g ^A f g e ",16
"e g# ^A B rev,C pas,pas,B z-q,c d f g# e ",1,1,"GENESIS","015","007",1,"e g ^A B C B c d f g e ",32
"e ^A B z-q,f g# f e ",1,1,"GENESIS","015","008",1,"e ^A B f g f e ",17
"e B rev,f pas,B z-q,f g# B ^A g# e ",1,1,"GENESIS","015","009",1,"e B f B f g B ^A g e ",31
"e f g# ^A f g# e ",91,8,"GENESIS","015","011",1,"e f g ^A f g e ",17
"e C pas,pas,z-q,g# B ^A f d f g# f e ",1,1,"GENESIS","015","012",1,"e C g B ^A f d f g f e ",32
"e B rev,qad,azl,B B rev,pas,pas,B z-q,g# B ^A f g# e ",1,1,"GENESIS","015","013",1,"e B g B ^A f g e ",39
"e d f g# ^A g# f e ",10,2,"GENESIS","015","015",1,"e d f g ^A g f e ",21
"e B rev,c d g# B ^A rev,pas,pas,B z-q,B z-q,f g# e ",1,1,"GENESIS","015","018",1,"e B c d g B ^A B f g e ",44
"e pas,z-q,g# e ",40,1,"GENESIS","015","019",1,"e g e ",15
"e f g# e ",150,5,"GENESIS","015","020",1,"e f g e ",15
"e pas,e z-q,g# e ",12,1,"GENESIS","015","021",1,"e g e ",23
"e pas,B z-q,f g# ^A d f g# f e ",3,1,"GENESIS","016","001",1,"e B f g ^A d f g f e ",21
"e tar,B rev,C pas,z-q,pas,B z-q,f g# B ^A f d f g# f e ",1,1,"GENESIS","016","003",1,"e B C B f g B ^A f d f g f e ",49
"e f g# ^A pas,pas,B z-q,f g# e ",3,1,"GENESIS","016","004",1,"e f g ^A B f g e ",26
"e qad,B tsi,B seg,rev,C pas,z-q,pas,pas,B z-q,g# ^A f g# f e ",1,1,"GENESIS","016","005",1,"e B C B g ^A f g f e ",51
"e tar,c d f g# ^A g# f e ",1,1,"GENESIS","016","007",1,"e c d f g ^A g f e ",24
"e rev,tar,f d e f g# B ^A z-g,pas,B z-q,g# e ",1,1,"GENESIS","016","008",1,"e f d e f g B ^A B g e ",35
"e C pas,B z-q,g# ^A g# f e ",3,1,"GENESIS","016","009",1,"e C B g ^A g f e ",23
"e C pas,B z-q,f g# B ^A C pas,z-q,e f g# e ",1,1,"GENESIS","016","011",1,"e C B f g B ^A C e f g e ",34
"e C pas,B z-q,B z-q,f g# ^A f g# e ",2,1,"GENESIS","016","012",1,"e C B f g ^A f g e ",25
"e pas,B z-q,f g# ^A f g# f e ",11,2,"GENESIS","016","014",1,"e B f g ^A f g f e ",21
"e c d g# ^A qad,c d f g# e ",1,1,"GENESIS","016","015",1,"e c d g ^A c d f g e ",27
"e z-g,f g# B ^A f g# e ",4,1,"GENESIS","016","016",1,"e f g B ^A f g e ",26
"e f g# B ^A f g# f e ",49,3,"GENESIS","017","002",1,"e f g B ^A f g f e ",21
"e f g# ^A f d g# e ",2,1,"GENESIS","017","003",1,"e f g ^A f d g e ",18
"e z-g,f g# ^A z-g,g# f e ",2,1,"GENESIS","017","004",1,"e f g ^A g f e ",19
"e f d g# ^A C pas,z-q,d f g# e ",1,1,"GENESIS","017","005",1,"e f d g ^A C d f g e ",29
"e qad,azl,B rev,qad,c d g# B ^A C pas,e z-q,e g# e ",1,1,"GENESIS","017","007",1,"e B c d g B ^A C e g e ",47
"B tar,B rev,pas,B z-q,f g# ^A f g# e ",1,1,"GENESIS","017","010",1,"B f g ^A f g e ",31
"e z-g,g# B ^A pas,B z-q,g# e ",2,1,"GENESIS","017","011",1,"e g B ^A B g e ",22
"e c d f g# B ^A c d g# f e ",2,1,"GENESIS","017","013",1,"e c d f g B ^A c d g f e ",27
"e B rev,C e pas,B z-q,d f g# ^A g# e ",1,1,"GENESIS","017","014",1,"e B C e B d f g ^A g e ",35
"e C pas,z-q,B z-q,f g# ^A f g# e ",1,1,"GENESIS","017","015",1,"e C B f g ^A f g e ",28
"e c d g# ^A B rev,C e pas,z-q,qad,z-q,f g# e ",1,1,"GENESIS","017","017",1,"e c d g ^A B C e f g e ",39
"e f g# ^A f g# f e ",46,3,"GENESIS","017","018",1,"e f g ^A f g f e ",22
"e B rev,pas,B rev,C pas,z-q,f g# ^A qad,f d f g# f e ",1,1,"GENESIS","017","019",1,"e B C f g ^A f d f g f e ",49
"e g# B ^A t-q,qad,C pas,B z-q,g# e ",1,1,"GENESIS","017","021",1,"e g B ^A C B g e ",30
"e g# B ^A B z-q,g# e ",13,2,"GENESIS","017","022",1,"e g B ^A B g e ",18
"e qad,azl,B rev,qad,C pas,pas,B z-q,z-g,g# B ^A azl,B rev,pas,pas,B z-q,d f g# e ",1,1,"GENESIS","017","023",1,"e B C B g B ^A B d f g e ",64
"e qad,z-q,f g# ^A g# f e ",1,1,"GENESIS","017","024",1,"e f g ^A g f e ",21
"e pas,pas,B z-q,g# ^A g# e ",2,1,"GENESIS","017","026",1,"e B g ^A g e ",19
"e C pas,B z-q,g# B ^A g# e ",4,2,"GENESIS","017","027",1,"e C B g B ^A g e ",25
"e C pas,z-q,g# ^A d f g# f e ",1,1,"GENESIS","018","001",1,"e C g ^A d f g f e ",26
"e ^A rev,qad,C pas,z-q,f g# f e ",1,1,"GENESIS","018","003",1,"e ^A C f g f e ",26
"e B z-q,g# ^A e g# f e ",2,1,"GENESIS","018","004",1,"e B g ^A e g f e ",23
"e qad,azl,C pas,B z-q,e f g# e ^A B z-q,f g# f e ",1,1,"GENESIS","018","005",1,"e C B e f g e ^A B f g f e ",42
"e g# B ^A qad,azl,C pas,B z-q,g# f e ",1,1,"GENESIS","018","007",1,"e g B ^A C B g f e ",33
"e qad,azl,rev,pas,B z-q,g# ^A e c d f g# e ",1,1,"GENESIS","018","008",1,"e B g ^A e c d f g e ",38
"e B z-q,g# B ^A g# f e ",11,2,"GENESIS","018","009",1,"e B g B ^A g f e ",22
"e C pas,z-q,g# ^A pas,B z-q,g# e ",2,1,"GENESIS","018","011",1,"e C g ^A B g e ",27
"e f g# B ^A C pas,e B z-q,g# e ",1,1,"GENESIS","018","012",1,"e f g B ^A C e B g e ",26
"e f g# ^A B t-q,qad,azl,rev,f d g# f e ",1,1,"GENESIS","018","013",1,"e f g ^A B f d g f e ",31
"e qad,c d f g# B ^A f g# f e ",1,1,"GENESIS","018","015",1,"e c d f g B ^A f g f e ",23
"e C pas,z-q,g# B ^A qad,z-q,f g# e ",1,1,"GENESIS","018","016",1,"e C g B ^A f g e ",30
"e g# ^A e C pas,e z-q,g# f e ",1,1,"GENESIS","018","017",1,"e g ^A e C e g f e ",20
"e qad,z-q,c e d f g# ^A qad,z-q,g# f e ",1,1,"GENESIS","018","018",1,"e c e d f g ^A g f e ",27
"B rev,t-q,qad,azl,C pas,z-q,e pas,B z-q,f g# ^A rev,C pas,z-q,f g# e ",1,1,"GENESIS","018","019",1,"B C e B f g ^A C f g e ",56
"e B z-q,d f g# ^A qad,z-q,f g# e ",1,1,"GENESIS","018","020",1,"e B d f g ^A f g e ",26
"e B z-q,d f g# B ^A g# e ",2,1,"GENESIS","018","021",1,"e B d f g B ^A g e ",27
"e C pas,z-q,g# ^A qad,z-q,f g# f e ",1,1,"GENESIS","018","022",1,"e C g ^A f g f e ",28
"e f g# ^A B z-q,g# e ",24,4,"GENESIS","018","023",1,"e f g ^A B g e ",18
"e f d f g# B ^A C pas,B z-q,d f g# f e ",1,1,"GENESIS","018","024",1,"e f d f g B ^A C B d f g f e ",39
"e qad,azl,B B rev,C pas,z-q,f g# ^A B z-q,pas,z-q,f g# e ",1,1,"GENESIS","018","025",1,"e B C f g ^A B f g e ",47
"e B z-q,f d f g# B ^A f g# e ",1,1,"GENESIS","018","026",1,"e B f d f g B ^A f g e ",33
"e f g# ^A C pas,pas,B z-q,g# f e ",2,1,"GENESIS","018","027",1,"e f g ^A C B g f e ",31
"t-g,tar,C pas,z-q,f g# ^A pas,pas,B z-q,B z-q,g# e ",1,1,"GENESIS","018","028",1,"C f g ^A B g e ",43
"e qad,azl,C pas,z-q,d f g# ^A pas,pas,B z-q,g# e ",1,1,"GENESIS","018","029",1,"e C d f g ^A B g e ",35
"t-g,tar,C e pas,z-q,d f g# ^A pas,pas,B z-q,f g# e ",1,1,"GENESIS","018","030",1,"C e d f g ^A B f g e ",38
"e rev,e C pas,pas,B z-q,d f g# ^A pas,pas,B z-q,g# e ",1,1,"GENESIS","018","031",1,"e C B d f g ^A B g e ",36
"t-g,tar,C e pas,B z-q,d f g# ^A pas,pas,B z-q,g# e ",1,1,"GENESIS","018","032",1,"C e B d f g ^A B g e ",40
"e B z-q,B z-q,g# ^A g# f e ",1,1,"GENESIS","018","033",1,"e B g ^A g f e ",25
"t-g,qad,C pas,pas,z-q,g# B e ^A pas,B z-q,f g# e ",1,1,"GENESIS","019","001",1,"C g B e ^A B f g e ",42
"e azl,B rev,B t-g,qad,C pas,pas,B z-q,g# B ^A B z-q,f g# e ",1,1,"GENESIS","019","002",1,"e B C B g B ^A B f g e ",48
"e B z-q,B z-q,g# ^A C pas,z-q,f g# e ",2,2,"GENESIS","019","003",1,"e B g ^A C f g e ",35
"e tsi,seg,qad,azl,C pas,B z-q,g# ^A g# e ",1,1,"GENESIS","019","004",1,"e C B g ^A g e ",34
"e C pas,B z-q,c d f g# ^A B z-q,g# e ",1,1,"GENESIS","019","005",1,"e C B c d f g ^A B g e ",38
"e c d g# ^A g# f e ",8,1,"GENESIS","019","006",1,"e c d g ^A g f e ",19
"e ^A f g# e ",5,2,"GENESIS","019","007",1,"e ^A f g e ",10
"e qad,azl,B rev,C e pas,z-q,e C pas,z-q,B z-q,g# ^A t-g,e C pas,B z-q,e f g# f e ",1,1,"GENESIS","019","008",1,"e B C e C B g ^A e C B e f g f e ",57
"e B rev,e pas,C e pas,B z-q,z-g,f g# ^A qad,C pas,z-q,e g# f e ",1,1,"GENESIS","019","009",1,"e B e C e B f g ^A C e g f e ",47
"e C e pas,z-q,c d g# ^A g# e ",1,1,"GENESIS","019","010",1,"e C e c d g ^A g e ",31
"e tar,B rev,pas,z-q,g# ^A g# f e ",1,1,"GENESIS","019","011",1,"e B g ^A g f e ",34
"e qad,azl,rev,C e B z-q,pas,B z-q,f g# ^A g# e ",1,1,"GENESIS","019","012",1,"e C e B f g ^A g e ",38
"e B z-q,g# ^A e C pas,B z-q,f g# e ",1,1,"GENESIS","019","013",1,"e B g ^A e C B f g e ",35
"e qad,azl,B B B rev,pas,pas,C pas,B z-q,e f g# ^A f g# f e ",1,1,"GENESIS","019","014",1,"e B C B e f g ^A f g f e ",48
"e pas,B z-q,f g# B ^A t-q,qad,e azl,C pas,pas,z-q,g# f e ",1,1,"GENESIS","019","015",1,"e B f g B ^A e C g f e ",46
"e shl,qad,azl,B rev,pas,B z-q,f g# ^A f g# f e ",1,1,"GENESIS","019","016",1,"e B f g ^A f g f e ",48
"e t-q,qad,azl,rev,pas,pas,B z-q,B z-q,e g# ^A f g# e ",1,1,"GENESIS","019","017",1,"e B e g ^A f g e ",48
"e f g# ^A g# e ",57,5,"GENESIS","019","018",1,"e f g ^A g e ",12
"e t-g,qad,c d f g# B ^A qad,azl,rev,f d g# f e ",1,1,"GENESIS","019","020",1,"e c d f g B ^A f d g f e ",33
"e B z-q,pas,B z-q,g# B ^A d f g# f e ",1,1,"GENESIS","019","021",1,"e B g B ^A d f g f e ",32
"e g# B ^A g# f e ",43,4,"GENESIS","019","023",1,"e g B ^A g f e ",15
"e rev,c d g# B ^A f g# e ",1,1,"GENESIS","019","024",1,"e c d g B ^A f g e ",26
"e f g# ^A g# f e ",74,10,"GENESIS","019","026",1,"e f g ^A g f e ",15
"e f g# ^A qad,z-q,f g# f e ",1,1,"GENESIS","019","027",1,"e f g ^A f g f e ",23
"e rev,C pas,B z-q,f g# ^A C pas,B z-q,pas,B z-q,f g# e ",1,1,"GENESIS","019","029",1,"e C B f g ^A C B f g e ",49
"e t-q,qad,azl,B rev,C pas,z-q,f g# B ^A pas,pas,z-q,g# f e ",1,1,"GENESIS","019","030",1,"e B C f g B ^A g f e ",40
"e c d g# B ^A qad,C pas,pas,B z-q,g# e ",1,1,"GENESIS","019","031",1,"e c d g B ^A C B g e ",33
"e c d g# B ^A C pas,B z-q,f g# e ",3,1,"GENESIS","019","033",1,"e c d g B ^A C B f g e ",38
"e pas,e z-q,C pas,z-q,f g# ^A qad,azl,rev,pas,pas,B z-q,f g# e ",1,1,"GENESIS","019","034",1,"e C f g ^A B f g e ",50
"e d f e g# e ",1,1,"GENESIS","019","036",1,"e d f e g e ",14
"e C pas,z-q,f g# ^A f e g# e ",2,1,"GENESIS","019","037",1,"e C f g ^A f e g e ",22
"e C pas,B z-q,f g# ^A d f e g# e ",2,1,"GENESIS","019","038",1,"e C B f g ^A d f e g e ",28
"e c d f g# B ^A rev,pas,pas,B z-q,g# e ",1,1,"GENESIS","020","002",1,"e c d f g B ^A B g e ",32
"e c d g# B ^A B rev,f pas,B z-q,g# f e ",1,1,"GENESIS","020","003",1,"e c d g B ^A B f B g f e ",40
"e z-g,f g# ^A z-g,z-g,f g# e ",1,1,"GENESIS","020","004",1,"e f g ^A f g e ",26
"e t-q,qad,azl,rev,B C pas,pas,C pas,B z-q,c d g# ^A f g# f e ",1,1,"GENESIS","020","006",1,"e B C B c d g ^A f g f e ",55
"e rev,C e pas,e B z-q,f g# ^A B rev,C B z-q,g# e ",1,1,"GENESIS","020","007",1,"e C e B f g ^A B C B g e ",40
"e qad,azl,rev,qad,azl,C pas,pas,e B z-q,e c d g# B ^A pas,B e z-q,g# e ",1,1,"GENESIS","020","009",1,"e C e B e c d g B ^A B e g e ",59
"e f g# ^A B z-q,f g# f e ",3,1,"GENESIS","020","010",1,"e f g ^A B f g f e ",25
"e pas,pas,z-q,B rev,C B z-q,g# ^A g# f e ",1,1,"GENESIS","020","011",1,"e B C B g ^A g f e ",32
"e tar,c B rev,tsi,B seg,B z-q,B z-q,f g# ^A C pas,B B z-q,g# f e ",1,1,"GENESIS","020","013",1,"e c B f g ^A C B g f e ",48
"e qad,azl,B rev,pas,z-q,g# ^A B z-q,g# f e ",1,1,"GENESIS","020","014",1,"e B g ^A B g f e ",34
"e B rev,qad,azl,C pas,pas,z-q,C pas,B z-q,g# B ^A f g# e ",1,1,"GENESIS","020","016",1,"e B C B g B ^A f g e ",39
"e f g# ^A qad,azl,c d g# e ",1,1,"GENESIS","020","017",1,"e f g ^A c d g e ",35
"e d f g# B ^A c d g# f e ",2,1,"GENESIS","021","001",1,"e d f g B ^A c d g f e ",26
"e t-q,qad,c d g# ^A z-g,f g# e ",1,1,"GENESIS","021","002",1,"e c d g ^A f g e ",28
"e C pas,B z-q,g# ^A d f g# e ",4,1,"GENESIS","021","004",1,"e C B g ^A d f g e ",27
"e g# B ^A B z-q,g# f e ",5,1,"GENESIS","021","005",1,"e g B ^A B g f e ",19
"e f g# ^A C pas,B z-q,g# f e ",5,2,"GENESIS","021","008",1,"e f g ^A C B g f e ",28
"e qad,azl,e c d f g# e ",1,1,"GENESIS","021","009",1,"e c d f g e ",23
"e pas,pas,z-q,d f g# ^A B C pas,B z-q,g# e ",1,1,"GENESIS","021","010",1,"e d f g ^A B C B g e ",34
"e qad,azl,rev,C pas,pas,B z-q,t-q,qad,f d g# B ^A B z-q,f g# e ",1,1,"GENESIS","021","012",1,"e C B f d g B ^A B f g e ",53
"e B B paz,e t-q,qad,azl,B t-g,c d g# e ^A B z-q,g# f e ",1,1,"GENESIS","021","014",1,"e B e B c d g e ^A B g f e ",51
"e f g# ^A B z-q,g# f e ",19,4,"GENESIS","021","015",1,"e f g ^A B g f e ",24
"e B tsi,B seg,t-q,qad,C pas,z-q,f g# B ^A B z-q,e c d f g# f e ",1,1,"GENESIS","021","017",1,"e B C f g B ^A B e c d f g f e ",54
"C B z-q,f g# ^A e f g# e ",1,1,"GENESIS","021","018",1,"C B f g ^A e f g e ",27
"e C pas,z-q,g# B ^A azl,C pas,pas,z-q,g# e ",1,1,"GENESIS","021","019",1,"e C g B ^A C g e ",36
"e g# B ^A e f d g# f e ",1,1,"GENESIS","021","021",1,"e g B ^A e f d g f e ",22
"e pas,B z-q,B rev,pas,z-q,g# ^A B z-q,f g# e ",1,1,"GENESIS","021","022",1,"e B g ^A B f g e ",39
"e pas,pas,z-q,g# e ",5,1,"GENESIS","021","024",1,"e g e ",13
"e f g# ^A pas,B z-q,f g# f e ",2,1,"GENESIS","021","025",1,"e f g ^A B f g f e ",30
"e B z-q,B z-q,f g# B ^A tar,B rev,c d f g# f e ",1,1,"GENESIS","021","026",1,"e B f g B ^A B c d f g f e ",42
"e C pas,B z-q,g# ^A f g# e ",7,2,"GENESIS","021","027",1,"e C B g ^A f g e ",27
"e B rev,d f g# e ",3,1,"GENESIS","021","028",1,"e B d f g e ",16
"e z-g,C B z-q,g# ^A e pas,e B z-q,f g# f e ",1,1,"GENESIS","021","030",1,"e C B g ^A e B f g f e ",33
"e rev,d f g# B ^A d f g# e ",1,1,"GENESIS","021","031",1,"e d f g B ^A d f g e ",21
"e f g# B ^A B rev,pas,z-q,g# f e ",1,1,"GENESIS","021","032",1,"e f g B ^A B g f e ",34
"e f g# B ^A qad,z-q,f g# f e ",1,1,"GENESIS","021","033",1,"e f g B ^A f g f e ",20
"e c d f g# f e ",24,4,"GENESIS","021","034",1,"e c d f g f e ",16
"e rev,pas,B z-q,B z-q,g# ^A B z-q,g# f e ",1,1,"GENESIS","022","001",1,"e B g ^A B g f e ",35
"e paz,t-g,qad,e C pas,pas,z-q,z-q,g# ^A C pas,z-q,C B z-q,g# f e ",1,1,"GENESIS","022","002",1,"e C g ^A C B g f e ",53
"e qad,azl,rev,e pas,z-q,tar,C pas,z-q,g# B ^A pas,B z-q,B z-q,g# e f e ",1,1,"GENESIS","022","003",1,"e C g B ^A B g e f e ",60
