"MUSIC","TOTAL1","COUNTS","BOOK_CD","CHAPTER_CD","VERSE_CD","SEQ_NO","NOTES","SYLL_VERSE"
"e paz,paz,B paz,B B B paz,t-q,qad,azl,B B rev,pas,z-q,pas,B z-q,g# B ^A qad,azl,B rev,d f g# e ",1,1,"JOSHUA","008","033",6,"e B g B ^A B d f g e ",87
"e c d e g# ^A qad,azl,B rev,C pas,z-q,g# f e ",1,1,"JOSHUA","009","006",6,"e c d e g ^A B C g f e ",44
"e B rev,qad,C pas,B z-q,g# B ^A B z-q,d f g# e ",1,1,"JOSHUA","009","009",6,"e B C B g B ^A B d f g e ",44
"e pas,e z-q,pas,B z-q,g# ^A e rev,pas,B z-q,c d f g# e ",1,1,"JOSHUA","010","019",6,"e B g ^A e B c d f g e ",44
"e B z-q,B rev,d f g# ^A B B rev,C pas,B z-q,f g# f e ",1,1,"JOSHUA","010","023",6,"e B d f g ^A B C B f g f e ",52
"e tar,B B rev,C pas,pas,e pas,B z-q,qad,z-q,g# B ^A azl,C pas,B z-q,g# f e ",1,1,"JOSHUA","010","027",6,"e B C e B g B ^A C B g f e ",59
"e t-q,qad,azl,B rev,e pas,B z-q,B z-q,g# ^A f g# e ",1,1,"JOSHUA","010","032",6,"e B e B g ^A f g e ",48
"e B t-g,e f d g# ^A e g# e ",1,1,"JOSHUA","010","036",6,"e B e f d g ^A e g e ",29
"e tar,C pas,pas,B z-q,e pas,pas,B z-q,f g# ^A qad,azl,rev,C pas,pas,z-q,f d g# e ",1,1,"JOSHUA","010","039",6,"e C B e B f g ^A C f d g e ",67
"e tar,B rev,c d f e g# ^A f g# e ",1,1,"JOSHUA","011","002",6,"e B c d f e g ^A f g e ",31
"e qad,B tsi,B seg,e tar,B rev,tar,c d g# B ^A B z-q,g# f e ",1,1,"JOSHUA","011","006",6,"e B e B c d g B ^A B g f e ",57
"e qad,azl,C pas,B z-q,g# B ^A e B z-q,z-g,g# f e ",1,1,"JOSHUA","011","010",6,"e C B g B ^A e B g f e ",42
"t-g,tar,C pas,pas,z-q,f g# B ^A B e tar,B rev,pas,z-q,f g# e ",1,1,"JOSHUA","011","014",6,"C f g B ^A B e B f g e ",49
"e B rev,C pas,pas,B z-q,f g# B ^A g# f e ",1,1,"JOSHUA","011","019",6,"e B C B f g B ^A g f e ",33
"e B z-q,g# B ^A rev,d f g# e ",2,2,"JOSHUA","011","022",6,"e B g B ^A d f g e ",26
"e pas,B z-q,g# ^A paz,paz,t-q,qad,azl,C pas,pas,B z-q,pas,B z-q,g# f e ",1,1,"JOSHUA","012","002",6,"e B g ^A C B g f e ",53
"e B B paz,t-q,qad,azl,B rev,C pas,z-q,C pas,B z-q,f g# B ^A qad,azl,c d g# e ",1,1,"JOSHUA","012","007",6,"e B C B f g B ^A c d g e ",73
"e qad,azl,qad,C pas,B z-q,g# ^A qad,z-q,f g# e ",1,1,"JOSHUA","014","003",6,"e C B g ^A f g e ",38
"e qad,C pas,pas,z-q,B z-q,f g# ^A B paz,e t-q,qad,azl,B rev,c d f g# f e ",1,1,"JOSHUA","014","006",6,"e C B f g ^A B e B c d f g f e ",69
"e qad,azl,rev,e pas,qad,C pas,z-q,f g# B ^A g# f e ",1,1,"JOSHUA","014","011",6,"e C f g B ^A g f e ",38
"e qad,C pas,B z-q,c d g# ^A f g# e ",1,1,"JOSHUA","014","015",6,"e C B c d g ^A f g e ",32
"t-g,azl,C pas,B z-q,f g# B ^A C pas,B z-q,g# e ",1,1,"JOSHUA","015","003",6,"C B f g B ^A C B g e ",49
"e qad,f tsi,B seg,azl,B rev,pas,pas,B z-q,f g# ^A C pas,B z-q,f g# f e ",1,1,"JOSHUA","015","007",6,"e f B f g ^A C B f g f e ",62
"e B z-q,f g# ^A t-g,c e d g# e ",1,1,"JOSHUA","015","012",6,"e B f g ^A c e d g e ",26
"e B z-q,g# ^A f g# e ",24,1,"JOSHUA","015","015",6,"e B g ^A f g e ",21
"e B rev,pas,pas,C pas,pas,z-q,g# B ^A e f g# e ",1,1,"JOSHUA","015","018",6,"e B C g B ^A e f g e ",34
"e f g# e ",150,29,"JOSHUA","015","023",6,"e f g e ",9
"e f d g# f e ",11,1,"JOSHUA","015","027",6,"e f d g f e ",12
"e f g# e ",150,29,"JOSHUA","015","031",6,"e f g e ",11
"e pas,pas,B z-q,g# e ",6,1,"JOSHUA","015","034",6,"e B g e ",15
"e f g# e ",150,29,"JOSHUA","015","039",6,"e f g e ",8
"e f g# e ",150,29,"JOSHUA","015","042",6,"e f g e ",8
"e f g# e ",150,29,"JOSHUA","015","045",6,"e f g e ",11
"e tar,B rev,f f g# B ^A f g# e ",1,1,"JOSHUA","015","047",6,"e B f g B ^A f g e ",36
"e rev,f d f g# ^A f g# e ",1,1,"JOSHUA","015","054",6,"e f d f g ^A f g e ",22
"e f g# ^A f g# e ",91,6,"JOSHUA","015","059",6,"e f g ^A f g e ",19
"e f g# B ^A tar,C pas,z-q,f d f g# e ",1,1,"JOSHUA","018","005",6,"e f g B ^A C f d f g e ",39
"e f g# ^A B paz,t-q,qad,azl,rev,t-g,qad,azl,C pas,B z-q,t-g,qad,f d f g# e ",1,1,"JOSHUA","018","008",6,"e f g ^A B C B f d f g e ",64
"e t-q,qad,azl,rev,C pas,pas,z-q,g# e ^A C pas,B z-q,z-g,d f g# e ",1,1,"JOSHUA","018","013",6,"e C g e ^A C B d f g e ",42
"e d f g# ^A g# e ",12,1,"JOSHUA","018","018",6,"e d f g ^A g e ",22
"e B rev,d f g# ^A f g# f e ",1,1,"JOSHUA","018","021",6,"e B d f g ^A f g f e ",32
"e f g# e ",150,29,"JOSHUA","018","025",6,"e f g e ",9
"e paz,azl,qad,C pas,pas,B z-q,f g# ^A d f e g# e ",1,1,"JOSHUA","018","028",6,"e C B f g ^A d f e g e ",44
"e f g# ^A f g# e ",91,6,"JOSHUA","019","006",6,"e f g ^A f g e ",19
"e pas,pas,B z-q,g# B ^A e tar,C e pas,B z-q,f e g# f e ",1,1,"JOSHUA","019","009",6,"e B g B ^A e C e B f e g f e ",42
"e C pas,B z-q,f g# B ^A d f g# e ",3,1,"JOSHUA","019","013",6,"e C B f g B ^A d f g e ",29
"e g# ^A f g# e ",56,1,"JOSHUA","019","018",6,"e g ^A f g e ",16
"e t-q,qad,C pas,pas,B z-q,d f g# ^A f g# e ",1,1,"JOSHUA","019","022",6,"e C B d f g ^A f g e ",37
"e qad,B tsi,B seg,B t-g,qad,f d f g# ^A f g# e ",1,1,"JOSHUA","019","027",6,"e B f d f g ^A f g e ",39
"e B z-q,g# B ^A f g# e ",12,1,"JOSHUA","019","032",6,"e B g B ^A f g e ",23
"e qad,f pas,pas,B z-q,f g# ^A qad,azl,rev,pas,B z-q,B z-q,g# f e ",1,1,"JOSHUA","019","034",6,"e f B f g ^A B g f e ",46
"e f g# e ",150,29,"JOSHUA","019","042",6,"e f g e ",12
"e f g# ^A e g# f e ",5,1,"JOSHUA","019","046",6,"e f g ^A e g f e ",15
"rev,d f g# ^A f g# e ",1,1,"JOSHUA","019","048",6,"d f g ^A f g e ",24
"B paz,B B B B d qar,B B t-q,qad,C pas,B z-q,g# B ^A z-g,g# e ",1,1,"JOSHUA","019","051",6,"B d B C B g B ^A g e ",62
"C B z-q,g# B e ^A d f g# e ",1,1,"JOSHUA","021","041",6,"C B g B e ^A d f g e ",29
"e qad,C pas,z-q,f g# ^A qad,C pas,B z-q,C B z-q,f g# e ",1,1,"JOSHUA","021","044",6,"e C f g ^A C B C B f g e ",45
"e B rev,C B z-q,g# B ^A z-g,z-g,g# f e ",1,1,"JOSHUA","022","003",6,"e B C B g B ^A g f e ",33
"e B B e rev,B tsi,seg,rev,C pas,pas,z-q,f g# ^A t-g,B c d g# e ",1,1,"JOSHUA","022","007",6,"e B e B C f g ^A B c d g e ",55
"e f g# ^A B B B paz,t-q,qad,e azl,rev,pas,B z-q,pas,z-q,g# f e ",1,1,"JOSHUA","022","011",6,"e f g ^A B e B g f e ",58
"e azl,e c d f g# B ^A f g# e ",1,1,"JOSHUA","022","015",6,"e c d f g B ^A f g e ",37
"e pas,B z-q,g# ^A rev,tar,C pas,z-q,z-g,e f g# e ",1,1,"JOSHUA","022","018",6,"e B g ^A C e f g e ",39
"e pas,B z-q,g# B e ^A e z-q,g# f e ",1,1,"JOSHUA","022","021",6,"e B g B e ^A e g f e ",31
"e B e t-g,qad,azl,e C pas,z-q,f g# ^A C pas,z-q,g# f e ",1,1,"JOSHUA","022","025",6,"e B e C f g ^A C g f e ",52
"e t-q,qad,azl,B e rev,C pas,B z-q,B z-q,g# B ^A rev,pas,B z-q,g# f e ",1,1,"JOSHUA","022","029",6,"e B e C B g B ^A B g f e ",55
"e B e B B B paz,B e t-q,qad,azl,c d f g# B ^A f g# e ",1,1,"JOSHUA","022","032",6,"e B e B e c d f g B ^A f g e ",55
"e B rev,t-q,qad,azl,c d f g# ^A C B z-q,g# f e ",1,1,"JOSHUA","023","003",6,"e B c d f g ^A C B g f e ",42
"e B z-q,B z-q,C z-q,g# B ^A f g# f e ",1,1,"JOSHUA","023","006",6,"e B C g B ^A f g f e ",36
"e f g# ^A B B rev,C B z-q,g# f e ",1,1,"JOSHUA","023","010",6,"e f g ^A B C B g f e ",29
"e C pas,z-q,g# B ^A B B rev,qad,C pas,B z-q,B rev,C B z-q,f g# e ",1,1,"JOSHUA","024","031",6,"e C g B ^A B C B C B f g e ",59
"e B g# B ^A d f g# e ",1,1,"JUDGES","001","002",7,"e B g B ^A d f g e ",23
"e B z-q,c d f g# ^A B z-q,f g# e ",1,1,"JUDGES","001","004",7,"e B c d f g ^A B f g e ",36
"e C e pas,B z-q,B z-q,g# ^A g# f e ",1,1,"JUDGES","001","008",7,"e C e B g ^A g f e ",36
"e B z-q,g# ^A f g# e ",24,2,"JUDGES","001","011",7,"e B g ^A f g e ",21
"e B rev,pas,pas,C e pas,pas,z-q,g# B ^A e f g# e ",1,1,"JUDGES","001","014",7,"e B C e g B ^A e f g e ",35
"e C pas,B z-q,z-g,e g# B ^A B z-q,f g# e ",1,1,"JUDGES","001","017",7,"e C B e g B ^A B f g e ",39
"e pas,B z-q,f g# B ^A qad,azl,C pas,B z-q,g# f e ",1,1,"JUDGES","001","021",7,"e B f g B ^A C B g f e ",41
"e B z-q,g# ^A B rev,C pas,z-q,B z-q,g# f e ",1,1,"JUDGES","001","026",7,"e B g ^A B C B g f e ",28
"e pas,pas,B z-q,e g# B ^A c e d g# e ",1,1,"JUDGES","001","029",7,"e B e g B ^A c e d g e ",31
"e rev,e tar,C e pas,pas,B z-q,z-g,f e g# B ^A C e pas,pas,B z-q,f g# e ",1,1,"JUDGES","001","033",7,"e C e B f e g B ^A C e B f g e ",50
"e rev,e C pas,e pas,B z-q,g# ^A f g# f e ",1,1,"JUDGES","002","002",7,"e C e B g ^A f g f e ",38
"e f g# ^A c d f g# f e ",7,2,"JUDGES","002","006",7,"e f g ^A c d f g f e ",31
"e C pas,B z-q,g# B ^A g# e ",4,1,"JUDGES","002","009",7,"e C B g B ^A g e ",28
"e tar,B B rev,B tsi,B seg,tar,B B rev,C e pas,pas,B z-q,e g# ^A g# e ",1,1,"JUDGES","002","012",7,"e B C e B e g ^A g e ",64
"e C e pas,B z-q,B rev,e pas,B z-q,e g# ^A B rev,azl,qad,c d f g# f e ",1,1,"JUDGES","002","017",7,"e C e B e B e g ^A B c d f g f e ",55
"e d f g# ^A B t-q,qad,azl,B rev,d f g# e ",1,1,"JUDGES","002","022",7,"e d f g ^A B d f g e ",33
"e rev,pas,B z-q,g# ^A qad,azl,f B B e rev,C e pas,B z-q,B rev,C pas,z-q,f g# f e ",1,1,"JUDGES","004","006",7,"e B g ^A f B e C e B C f g f e ",70
"e g# e ^A f d f g# e ",1,1,"JUDGES","004","012",7,"e g e ^A f d f g e ",20
"e t-q,qad,azl,rev,B C pas,t-q,qad,C e pas,z-q,f g# B ^A C pas,B z-q,c d g# e ",1,1,"JUDGES","004","014",7,"e B C e f g B ^A C B c d g e ",57
"e c d f g# B ^A tar,c d g# e ",1,1,"JUDGES","004","019",7,"e c d f g B ^A c d g e ",35
"e B B t-g,qad,azl,c B rev,C pas,z-q,C pas,z-q,g# ^A e f g# e ",1,1,"JUDGES","004","021",7,"e B c B C g ^A e f g e ",61
"e C pas,z-q,g# ^A g# e ",11,1,"JUDGES","005","002",7,"e C g ^A g e ",20
"e f g# B ^A B z-q,z-g,g# f e ",2,1,"JUDGES","005","005",7,"e f g B ^A B g f e ",21
"e pas,B z-q,g# B ^A C e pas,z-q,f g# e ",1,1,"JUDGES","005","008",7,"e B g B ^A C e f g e ",33
"e C pas,z-q,f g# ^A f d e f g# e ",1,1,"JUDGES","005","012",7,"e C f g ^A f d e f g e ",28
"B rev,C e z-q,g# B ^A B z-q,g# e ",1,1,"JUDGES","005","016",7,"B C e g B ^A B g e ",32
"C pas,z-q,C pas,B z-q,g# B ^A f g# f e ",1,1,"JUDGES","005","019",7,"C B g B ^A f g f e ",33
"e pas,z-q,z-g,g# B ^A f g# e ",2,1,"JUDGES","005","024",7,"e g B ^A f g e ",24
"B z-q,f g# ^A C pas,pas,B z-q,B z-q,g# f e ",1,1,"JUDGES","005","027",7,"B f g ^A C B g f e ",28
"t-g,C pas,pas,z-q,B z-q,f g# ^A f g# f e ",1,1,"JUDGES","005","031",7,"C B f g ^A f g f e ",33
"e g# B ^A qad,c d g# f e ",1,1,"JUDGES","006","003",7,"e g B ^A c d g f e ",27
"e c d g# B ^A f g# e ",9,2,"JUDGES","006","006",7,"e c d g B ^A f g e ",24
"e C pas,B z-q,g# ^A C pas,z-q,f g# e ",2,1,"JUDGES","006","009",7,"e C B g ^A C f g e ",35
"e tar,B rev,pas,pas,C e pas,B z-q,f g# B e ^A B rev,C pas,z-q,g# f e ",1,1,"JUDGES","006","011",7,"e B C e B f g B e ^A B C g f e ",48
"e pas,z-q,pas,B z-q,g# e ^A C pas,B z-q,f g# f e ",1,1,"JUDGES","007","011",7,"e B g e ^A C B f g f e ",50
"e t-q,qad,azl,c d g# ^A pas,pas,B z-q,B z-q,e c d g# f e ",1,1,"JUDGES","007","015",7,"e c d g ^A B e c d g f e ",50
"e B t-g,qad,azl,B e rev,C B z-q,d f g# ^A e pas,B z-q,f g# f e ",1,1,"JUDGES","007","019",7,"e B e C B d f g ^A e B f g f e ",57
"e c e d f g# ^A e g# f e ",1,1,"JUDGES","007","023",7,"e c e d f g ^A e g f e ",31
"e qad,azl,B rev,e C pas,B z-q,pas,B z-q,f g# B ^A f g# e ",1,1,"JUDGES","008","001",7,"e B e C B f g B ^A f g e ",47
"e pas,pas,B z-q,pas,B z-q,g# B ^A B z-q,rev,d d f g# f e ",1,1,"JUDGES","008","005",7,"e B g B ^A B d f g f e ",46
"e d f g# ^A B z-q,g# f e ",3,1,"JUDGES","008","009",7,"e d f g ^A B g f e ",26
"e rev,C z-q,g# ^A tar,B B rev,pas,pas,z-q,e g# e ",1,1,"JUDGES","008","012",7,"e C g ^A B e g e ",44
"e pas,B z-q,f g# e ^A B z-q,g# f e ",1,1,"JUDGES","008","016",7,"e B f g e ^A B g f e ",31
"e pas,pas,B z-q,g# B ^A qad,C pas,B z-q,f g# e ",1,1,"JUDGES","008","020",7,"e B g B ^A C B f g e ",32
"e C pas,z-q,e C pas,z-q,f g# ^A g# f e ",1,1,"JUDGES","008","023",7,"e C e C f g ^A g f e ",29
"e t-q,qad,azl,rev,qad,C pas,z-q,c e d g# ^A d f g# e ",1,1,"JUDGES","008","027",7,"e C c e d g ^A d f g e ",43
"e d f g# B ^A rev,pas,pas,B z-q,g# f e ",1,1,"JUDGES","008","032",7,"e d f g B ^A B g f e ",32
"e B z-q,f g# ^A z-q,f g# e ",1,1,"JUDGES","008","035",7,"e B f g ^A f g e ",27
"e qad,e azl,rev,pas,B z-q,f g# ^A C pas,B z-q,f g# f e ",1,1,"JUDGES","009","003",7,"e B f g ^A C B f g f e ",44
"e B rev,pas,pas,e pas,B z-q,f g# ^A B rev,C pas,B z-q,f g# e ",1,1,"JUDGES","009","007",7,"e B e B f g ^A B C B f g e ",51
"e qad,azl,rev,tsi,B seg,t-q,qad,azl,rev,pas,B z-q,qad,z-q,g# ^A azl,B rev,C pas,z-q,g# f e ",1,1,"JUDGES","009","048",7,"e B g ^A B C g f e ",77
"e tar,f d f g# B ^A g# e ",1,1,"JUDGES","009","053",7,"e f d f g B ^A g e ",24
"e B z-q,g# B ^A C pas,z-q,g# f e ",2,1,"JUDGES","009","056",7,"e B g B ^A C g f e ",28
"e B z-q,g# ^A pas,z-q,f g# e ",2,2,"JUDGES","010","003",7,"e B g ^A f g e ",26
"e B B rev,B tsi,B seg,B B paz,B t-q,qad,azl,B B rev,pas,B z-q,g# B ^A f g# f e ",1,1,"JUDGES","010","006",7,"e B g B ^A f g f e ",84
"f g# B ^A C pas,pas,B z-q,f g# e ",1,1,"JUDGES","010","011",7,"f g B ^A C B f g e ",34
"e qad,C pas,z-q,B z-q,g# ^A d f g# f e ",1,1,"JUDGES","010","015",7,"e C B g ^A d f g f e ",38
"e qad,azl,C pas,B z-q,B z-q,B z-q,g# B ^A e B z-q,g# f e ",1,1,"JUDGES","010","018",7,"e C B g B ^A e B g f e ",39
"e z-g,f e g# ^A e pas,B z-q,f g# f e ",1,1,"JUDGES","011","005",7,"e f e g ^A e B f g f e ",33
"e t-q,qad,azl,rev,pas,pas,B z-q,B z-q,g# B ^A C pas,pas,z-q,g# f e ",1,1,"JUDGES","011","008",7,"e B g B ^A C g f e ",48
"e t-q,qad,azl,B rev,e qad,C pas,B z-q,f g# ^A z-g,f g# e ",1,1,"JUDGES","011","013",7,"e B e C B f g ^A f g e ",56
"e B B B t-q,qad,azl,B rev,C pas,B z-q,qad,c d g# B ^A f g# e ",1,1,"JUDGES","011","017",7,"e B C B c d g B ^A f g e ",54
"e B z-q,g# B ^A e pas,z-q,g# e ",2,1,"JUDGES","011","022",7,"e B g B ^A e g e ",29
"e rev,f pas,z-q,f g# B ^A f pas,z-q,f g# e ",1,1,"JUDGES","011","025",7,"e f g B ^A f g e ",31
"e B z-q,g# B ^A B z-q,f g# e ",3,1,"JUDGES","011","028",7,"e B g B ^A B f g e ",21
"e B rev,qad,azl,C pas,z-q,f g# B ^A pas,z-q,g# e ",1,1,"JUDGES","011","031",7,"e B C f g B ^A g e ",42
"e t-q,qad,azl,rev,pas,pas,B z-q,B z-q,g# ^A C B z-q,e f g# e ",1,1,"JUDGES","013","016",7,"e B g ^A C B e f g e ",50
"e C pas,B z-q,g# B ^A C B z-q,e f g# e ",1,1,"JUDGES","013","021",7,"e C B g B ^A C B e f g e ",33
"e pas,pas,B z-q,g# ^A f g# f e ",4,1,"JUDGES","013","025",7,"e B g ^A f g f e ",24
"e qad,azl,B rev,t-q,qad,C pas,z-q,e C pas,B z-q,g# ^A qad,C pas,B e z-q,g# f e ",1,1,"JUDGES","014","003",7,"e B C e C B g ^A C B e g f e ",58
"e C pas,z-q,B z-q,g# B ^A qad,c d f g# e ",1,1,"JUDGES","014","008",7,"e C B g B ^A c d f g e ",37
"e C pas,z-q,e f g# ^A B t-q,qad,azl,qad,C pas,z-q,C pas,B z-q,g# f e ",1,1,"JUDGES","014","012",7,"e C e f g ^A B C B g f e ",55
"e t-q,qad,azl,rev,pas,pas,pas,pas,B z-q,f pas,pas,B z-q,g# B ^A B rev,qad,c d f g# f e ",1,1,"JUDGES","014","016",7,"e B f B g B ^A B c d f g f e ",58
"e B rev,C pas,pas,B z-q,g# ^A qad,C pas,B z-q,f g# e ",1,1,"JUDGES","015","002",7,"e B C B g ^A C B f g e ",47
"e B tsi,B B seg,rev,pas,B z-q,C B z-q,e g# ^A B z-q,f d g# e ",1,1,"JUDGES","015","006",7,"e B C B e g ^A B f d g e ",54
"e paz,t-q,qad,azl,e rev,tsi,B seg,B rev,C pas,pas,e f pas,pas,z-q,g# B ^A B z-q,pas,B z-q,g# f e ",1,1,"JUDGES","015","011",7,"e B C e f g B ^A B g f e ",64
"e pas,B z-q,f g# ^A d f g# f e ",3,1,"JUDGES","015","017",7,"e B f g ^A d f g f e ",29
"e c d f g# f e ",24,1,"JUDGES","015","020",7,"e c d f g f e ",16
"e B rev,C pas,z-q,d f g# B ^A C pas,pas,z-q,f g# e ",1,1,"JUDGES","016","002",7,"e B C d f g B ^A C f g e ",49
"e C pas,z-q,B z-q,g# B ^A f g# e ",3,1,"JUDGES","016","006",7,"e C B g B ^A f g e ",32
"e B B e paz,B B t-q,qad,azl,B rev,C pas,pas,z-q,B z-q,g# B ^A C pas,pas,B z-q,g# e ",1,1,"JUDGES","018","002",7,"e B e B C B g B ^A C B g e ",76
"e pas,B z-q,g# ^A B B B e t-g,qad,azl,B rev,qad,C pas,pas,B z-q,f pas,pas,B z-q,f g# e ",1,1,"JUDGES","018","007",7,"e B g ^A B e B C B f B f g e ",76
"e rev,e d f g# e ^A paz,t-q,qad,azl,rev,C B z-q,z-g,g# f e ",1,1,"JUDGES","018","012",7,"e d f g e ^A C B g f e ",45
"e tar,B rev,tsi,B seg,B z-q,rev,pas,pas,B z-q,g# ^A rev,pas,B z-q,B z-q,g# f e ",1,1,"JUDGES","018","017",7,"e B g ^A B g f e ",73
"e pas,z-q,g# ^A B z-q,g# f e ",2,1,"JUDGES","018","023",7,"e g ^A B g f e ",28
"e C pas,z-q,f g# ^A e B rev,pas,B z-q,f g# f e ",1,1,"JUDGES","018","025",7,"e C f g ^A e B f g f e ",42
"e C pas,z-q,pas,B z-q,f g# ^A d f g# e ",2,1,"JUDGES","018","029",7,"e C B f g ^A d f g e ",34
"e pas,B z-q,g# B ^A B B rev,C B z-q,e pas,B z-q,f g# e ",1,1,"JUDGES","019","001",7,"e B g B ^A B C B e B f g e ",45
"e rev,c d g# ^A azl,C e pas,z-q,f g# f e ",1,1,"JUDGES","019","006",7,"e c d g ^A C e f g f e ",37
"e C pas,z-q,f g# ^A B B B B e paz,B t-q,qad,azl,rev,e tar,qad,C pas,f pas,B z-q,C pas,z-q,g# e ",1,1,"JUDGES","019","009",7,"e C f g ^A B e B e C f B C g e ",76
"e B B rev,B e C e pas,z-q,pas,B z-q,g# ^A f g# f e ",1,1,"JUDGES","019","016",7,"e B e C e B g ^A f g f e ",44
"e C pas,B z-q,t-g,B C pas,e z-q,g# ^A f g# e ",1,1,"JUDGES","019","019",7,"e C B C e g ^A f g e ",43
"e B rev,pas,B z-q,B z-q,g# B ^A t-g,tar,C pas,z-q,e g# f e ",1,1,"JUDGES","019","023",7,"e B g B ^A C e g f e ",50
"e C e pas,B z-q,g# ^A paz,t-q,qad,azl,B rev,e pas,qad,azl,B e rev,C pas,pas,z-q,f g# e ",1,1,"JUDGES","020","031",7,"e C e B g ^A B e B e C f g e ",65
"e f e g# B ^A qad,e C pas,z-q,C e pas,B z-q,g# e ",1,1,"JUDGES","020","036",7,"e f e g B ^A e C e B g e ",40
"e rev,d f g# B ^A C pas,z-q,d f g# e ",1,1,"JUDGES","020","040",7,"e d f g B ^A C d f g e ",39
"e pas,z-q,e f g# ^A g# e ",2,1,"JUDGES","020","044",7,"e f g ^A g e ",23
"e tar,C pas,pas,B z-q,f g# ^A e pas,B z-q,g# e ",1,1,"JUDGES","020","047",7,"e C B f g ^A e B g e ",35
"e B z-q,rev,pas,B z-q,f g# ^A f d g# f e ",1,1,"JUDGES","021","003",7,"e B f g ^A f d g f e ",35
"e pas,B z-q,g# ^A B z-q,f d f g# e ",1,1,"JUDGES","021","006",7,"e B g ^A B f d f g e ",32
"e B rev,f d g# B ^A qad,azl,rev,t-g,tar,qad,C pas,z-q,g# e ",1,1,"JUDGES","021","010",7,"e B f d g B ^A C g e ",51
"e C pas,B z-q,C pas,z-q,B z-q,g# B ^A f g# e ",1,1,"JUDGES","021","014",7,"e C B C B g B ^A f g e ",35
"e rev,f d f g# ^A e C e pas,z-q,z-g,f g# e ",1,1,"JUDGES","021","018",7,"e f d f g ^A e C e f g e ",38
"e paz,e B t-q,qad,azl,B rev,C pas,B z-q,B f d f g# ^A B f d f g# f e ",1,1,"JUDGES","021","022",7,"e B C B f d f g ^A B f d f g f e ",57
"e pas,B z-q,C pas,z-q,f g# ^A C pas,z-q,g# f e ",1,1,"1 SAMUEL","001","002",8,"e B C f g ^A C g f e ",34
"e C e pas,z-q,g# ^A f g# f e ",2,1,"1 SAMUEL","001","006",8,"e C e g ^A f g f e ",26
"e B z-q,d f g# B ^A B rev,pas,z-q,g# f e ",1,1,"1 SAMUEL","001","009",8,"e B d f g B ^A B g f e ",39
"e pas,B z-q,g# B ^A g# f e ",10,1,"1 SAMUEL","001","012",8,"e B g B ^A g f e ",23
"e qad,C pas,pas,B z-q,C pas,pas,z-q,f g# B ^A f g# f e ",1,1,"1 SAMUEL","001","015",8,"e C B C f g B ^A f g f e ",41
"B rev,pas,z-q,f g# ^A C pas,pas,z-q,rev,d f g# e ",1,1,"1 SAMUEL","002","029",8,"B f g ^A C d f g e ",46
"e rev,e C pas,B z-q,f g# B ^A f g# f e ",1,1,"1 SAMUEL","002","033",8,"e C B f g B ^A f g f e ",39
"e rev,pas,B z-q,pas,B z-q,f g# ^A rev,f d f g# f e ",1,1,"1 SAMUEL","002","036",8,"e B f g ^A f d f g f e ",49
"e B rev,C pas,e B z-q,f e g# B ^A g# e ",1,1,"1 SAMUEL","003","005",8,"e B C e B f e g B ^A g e ",32
"e qad,f tsi,seg,pas,pas,B z-q,B z-q,f g# ^A B z-q,f g# f e ",1,1,"1 SAMUEL","003","008",8,"e f B f g ^A B f g f e ",45
"e B z-q,e f d g# ^A B rev,e C pas,z-q,f g# e ",1,1,"1 SAMUEL","003","013",8,"e B e f d g ^A B e C f g e ",36
"e rev,C pas,B B z-q,f g# ^A B C pas,B z-q,C pas,pas,z-q,g# f e ",1,1,"1 SAMUEL","003","017",8,"e C B f g ^A B C B C g f e ",56
"e f g# ^A B t-q,qad,azl,rev,e pas,B z-q,g# f e ",1,1,"1 SAMUEL","004","001",8,"e f g ^A B e B g f e ",46
"e C pas,z-q,B rev,B c d g# B ^A tar,B e rev,pas,B z-q,g# e ",1,1,"1 SAMUEL","004","004",8,"e C B c d g B ^A B e B g e ",49
"B z-q,B z-q,d f g# ^A c B rev,c d g# e ",1,1,"1 SAMUEL","004","008",8,"B d f g ^A c B c d g e ",43
"e C pas,B z-q,f g# B ^A B z-q,g# e ",4,1,"1 SAMUEL","004","012",8,"e C B f g B ^A B g e ",35
"e z-g,f g# ^A B z-q,f g# e ",2,1,"1 SAMUEL","004","015",8,"e f g ^A B f g e ",22
"e tar,B B rev,B e t-g,qad,azl,B B rev,C pas,z-q,e f g# ^A d f g# f e ",1,1,"1 SAMUEL","004","018",8,"e B e B C e f g ^A d f g f e ",62
"e pas,e z-q,g# B ^A d f g# e ",1,1,"1 SAMUEL","005","001",8,"e g B ^A d f g e ",25
"e B tsi,e seg,B rev,C pas,z-q,g# B ^A qad,azl,B B rev,pas,z-q,f g# f e ",1,1,"1 SAMUEL","005","004",8,"e B e B C g B ^A B f g f e ",53
"e C e pas,z-q,B z-q,g# B ^A g# f e ",1,1,"1 SAMUEL","007","008",8,"e C e B g B ^A g f e ",38
"e qad,azl,B rev,C e pas,B z-q,f g# B ^A z-g,g# f e ",1,1,"1 SAMUEL","007","012",8,"e B C e B f g B ^A g f e ",44
"e rev,C pas,z-q,pas,e z-q,g# ^A pas,z-q,f g# e ",1,1,"1 SAMUEL","007","016",8,"e C e g ^A f g e ",38
"e z-q,g# B ^A f g# e ",1,1,"1 SAMUEL","008","004",8,"e g B ^A f g e ",22
"e C pas,z-q,pas,B z-q,f g# ^A B C e pas,z-q,f g# f e ",1,1,"1 SAMUEL","008","007",8,"e C B f g ^A B C e f g f e ",42
